itemID,title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Film_Noir,Horror,Musical,Mystery,Romance,Sci_Fi,Thriller,War,Western,No_Genre,avg_rating,rating
454,"Bastard Out of Carolina (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8750,3
458,"Nixon (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1222,3
459,"Cry, the Beloved Country (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7500,2
461,"Smoke (1995)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6216,2
462,"Like Water for Chocolate (Como agua para chocolate) (1992)",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3.8041,3
464,"Vanya on 42nd Street (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5926,3
466,"Red Rock West (1992)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5962,3
467,"Bronx Tale, A (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7917,3
468,"Rudy (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3125,3
469,"Short Cuts (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7761,3
471,"Courage Under Fire (1996)",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.6109,3
475,"Trainspotting (1996)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8840,3
476,"First Wives Club, The (1996)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0188,2
479,"Vertigo (1958)",0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,4.2514,4
480,"North by Northwest (1959)",1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4.2849,4
481,"Apartment, The (1960)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.9365,2
483,"Casablanca (1942)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.4568,4
498,"African Queen, The (1951)",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.1842,3
500,"Fly Away Home (1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9032,2
502,"Bananas (1971)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.7018,4
503,"Candidate, The (1972)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6410,3
504,"Bonnie and Clyde (1967)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8197,5
505,"Dial M for Murder (1954)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0000,3
507,"Streetcar Named Desire, A (1951)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8163,4
508,"People vs. Larry Flynt, The (1996)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5953,3
509,"My Left Foot (1989)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8512,3
511,"Lawrence of Arabia (1962)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.2312,3
513,"Third Man, The (1949)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,4.3333,3
514,"Annie Hall (1977)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.9111,5
516,"Local Hero (1983)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9683,2
517,"Manhattan (1979)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.7692,4
518,"Miller's Crossing (1990)",0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,3.6517,2
520,"Great Escape, The (1963)",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.1048,3
521,"Deer Hunter, The (1978)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.8333,3
522,"Down by Law (1986)",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.7714,3
523,"Cool Hand Luke (1967)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9939,3
525,"Big Sleep, The (1946)",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4.0274,2
527,"Gandhi (1982)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0205,3
528,"Killing Fields, The (1984)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.1322,5
529,"My Life as a Dog (Mitt liv som hund) (1985)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9785,4
531,"Shine (1996)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.9225,4
533,"Daytrippers, The (1996)",0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3.6667,2
534,"Traveller (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3077,2
535,"Addicted to Love (1997)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1667,2
536,"Ponette (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3000,3
537,"My Own Private Idaho (1991)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.6333,3
547,"Young Poisoner's Handbook, The (1995)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3415,4
550,"Die Hard: With a Vengeance (1995)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.2848,2
553,"Walk in the Clouds, A (1995)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.2857,2
558,"Heavenly Creatures (1994)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6714,4
566,"Clear and Present Danger (1994)",1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3.5698,3
568,"Speed (1994)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.6478,3
572,"Blown Away (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7586,2
574,"Boxing Helena (1993)",0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2.2000,2
576,"Cliffhanger (1993)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0215,2
578,"Demolition Man (1993)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.1522,2
581,"Kalifornia (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.2203,2
582,"Piano, The (1993)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.6012,2
584,"Secret Garden, The (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5443,3
591,"Primal Fear (1996)",0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3.6011,3
594,"Heavy (1995)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.4000,3
603,"Rear Window (1954)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.3876,4
604,"It Happened One Night (1934)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0123,4
605,"Meet Me in St. Louis (1944)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.3548,3
607,"Rebecca (1940)",0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,3.9697,4
610,"Gigi (1958)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6585,4
611,"Laura (1944)",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4.1000,3
612,"Lost Horizon (1937)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9412,3
619,"Extreme Measures (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.1719,3
628,"Sleepers (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5148,3
629,"Victor/Victoria (1982)",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.3377,3
631,"Crying Game, The (1992)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3.6218,4
632,"Sophie's Choice (1982)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8966,3
636,"Escape from New York (1981)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.2418,3
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7727,4
639,"Tin Drum, The (Blechtrommel, Die) (1979)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.7000,3
640,"Cook the Thief His Wife & Her Lover, The (1989)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0244,2
642,"Grifters, The (1990)",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3.4831,3
644,"Thin Blue Line, The (1988)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7714,3
645,"Paris Is Burning (1990)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8148,3
647,"Ran (1985)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.1000,3
649,"Once Upon a Time in America (1984)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4000,3
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5417,3
651,"Glory (1989)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0760,4
653,"Touch of Evil (1958)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.9118,3
654,"Chinatown (1974)",0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,4.1361,3
655,"Stand by Me (1986)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8811,3
656,"M (1931)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4.0000,3
657,"Manchurian Candidate, The (1962)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4.2595,3
658,"Pump Up the Volume (1990)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4177,3
660,"Fried Green Tomatoes (1991)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7647,2
662,"Somewhere in Time (1980)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.4268,2
670,"Body Snatchers (1993)",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3.0000,3
672,"Candyman (1992)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.7231,2
673,"Cape Fear (1962)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3.5233,3
674,"Cat People (1982)",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2.8958,3
676,"Crucible, The (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3377,2
684,"In the Line of Fire (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.7929,3
685,"Executive Decision (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3567,2
686,"Perfect World, A (1993)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3.6800,2
690,"Seven Years in Tibet (1997)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.4581,2
692,"American President, The (1995)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.6280,3
693,"Casino (1995)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6484,3
694,"Persuasion (1995)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.0455,3
695,"Kicking and Screaming (1995)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9231,3
698,"Browning Version, The (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0000,4
699,"Little Women (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6765,2
700,"Miami Rhapsody (1995)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6000,3
702,"Barcelona (1994)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0189,2
708,"Sex, Lies, and Videotape (1989)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4752,3
709,"Strictly Ballroom (1992)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0288,3
712,"Tin Men (1987)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0784,3
715,"To Die For (1995)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.2759,3
716,"Home for the Holidays (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1552,2
717,"Juror, The (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.8171,1
722,"Nine Months (1995)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.9310,1
723,"Boys on the Side (1995)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1471,3
724,"Circle of Friends (1995)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.4868,3
726,"Fluke (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4286,2
727,"Immortal Beloved (1994)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.4603,2
728,"Junior (1994)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0222,2
729,"Nell (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4815,2
730,"Queen Margot (Reine Margot, La) (1994)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.5000,2
731,"Corrina, Corrina (1994)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.1538,3
732,"Dave (1993)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6500,3
733,"Go Fish (1994)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.2000,3
734,"Made in America (1993)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5185,3
735,"Philadelphia (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8540,3
736,"Shadowlands (1993)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.9359,3
739,"Pretty Woman (1990)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3232,4
740,"Jane Eyre (1996)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.4762,3
741,"Last Supper, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.4483,3
742,"Ransom (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6442,3
744,"Michael Collins (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4565,2
746,"Real Genius (1985)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6639,3
750,"Amistad (1997)",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.8548,2
751,"Tomorrow Never Dies (1997)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.4278,3
761,"Nick of Time (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0455,2
762,"Beautiful Girls (1996)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.3913,2
764,"If Lucy Fell (1996)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7586,1
766,"Man of the Year (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1111,3
770,"Devil in a Blue Dress (1995)",0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,3.3860,2
772,"Kids (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0612,3
773,"Mute Witness (1994)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.9412,3
775,"Something to Talk About (1995)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.7692,2
778,"Don Juan DeMarco (1995)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.5526,2
781,"French Kiss (1995)",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3333,1
782,"Little Odessa (1994)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6000,3
785,"Only You (1994)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1538,2
786,"Perez Family, The (1995)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6429,2
789,"Swimming with Sharks (1995)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5745,3
792,"Bullets Over Broadway (1994)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7209,3
793,"Crooklyn (1994)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5000,3
794,"It Could Happen to You (1994)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.6522,1
796,"Speechless (1994)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0833,2
800,"In the Mouth of Madness (1995)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.8846,2
803,"Heaven & Earth (1993)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.5556,3
805,"Manhattan Murder Mystery (1993)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.6296,2
806,"Menace II Society (1993)",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4600,3
813,"Celluloid Closet, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8929,3
815,"One Fine Day (1996)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.2321,2
823,"Mulholland Falls (1996)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2.8780,2
825,"Arrival, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0361,2
831,"Escape from L.A. (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.4615,2
844,"Freeway (1996)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3.3571,4
845,"That Thing You Do! (1996)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4659,2
847,"Looking for Richard (1996)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.7273,2
855,"Diva (1981)",1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,3.7273,3
860,"Believers, The (1987)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.2500,3
865,"Ice Storm, The (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4762,4
867,"Whole Wide World, The (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0000,4
869,"Fools Rush In (1997)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0000,2
874,"Career Girls (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2564,4
875,"She's So Lovely (1997)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.7358,3
880,"Soul Food (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1695,2
887,"Eve's Bayou (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6094,3
889,"Tango Lesson, The (1997)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3846,3
895,"Scream 2 (1997)",0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3.2170,3
896,"Sweet Hereafter, The (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7727,4
899,"Winter Guest, The (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4444,2
900,"Kundun (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6905,3
902,"Big Lebowski, The (1998)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8333,2
903,"Afterglow (1997)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.1111,3
909,"Dangerous Beauty (1998)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7692,3
910,"Nil By Mouth (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0000,3
911,"Twilight (1998)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2.5000,2
913,"Love and Death on Long Island (1997)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5000,4
914,"Wild Things (1998)",0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2.7273,3
915,"Primary Colors (1998)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9231,4
916,"Lost in Space (1998)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.1667,2
918,"City of Angels (1998)",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3.0000,2
930,"Chain Reaction (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7000,2
935,"Paradise Road (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.2857,3
936,"Brassed Off (1996)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.9375,3
939,"Murder in the First (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.6000,3
944,"Renaissance Man (1994)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0000,3
945,"Charade (1963)",0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,3.9250,2
950,"Georgia (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9000,3
953,"Unstrung Heroes (1995)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3182,3
954,"Unzipped (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5455,2
955,"Before Sunrise (1995)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.4082,3
956,"Nobody's Fool (1994)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.6087,3
958,"To Live (Huozhe) (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7857,3
959,"Dazed and Confused (1993)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4688,3
960,"Naked (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2400,3
962,"Ruby in Paradise (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1304,5
963,"Some Folks Call It a Sling Blade (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.2927,3
966,"Affair to Remember, An (1957)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.1923,3
972,"Passion Fish (1992)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1786,3
974,"Eye for an Eye (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0313,2
975,"Fear (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.1591,3
979,"Trigger Effect, The (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.2000,3
980,"Mother Night (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1818,2
995,"Kiss Me, Guido (1997)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1613,3
1007,"Waiting for Guffman (1996)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1277,3
1008,"I Shot Andy Warhol (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3784,3
1009,"Stealing Beauty (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3750,2
1010,"Basquiat (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2500,3
1011,"2 Days in the Valley (1996)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2258,3
1012,"Private Parts (1997)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5300,3
1014,"Romy and Michele's High School Reunion (1997)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0612,3
1016,"Con Air (1997)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.4599,3
1017,"Trees Lounge (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2400,3
1022,"Fast, Cheap & Out of Control (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4375,3
1024,"Mrs. Dalloway (1997)",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.6000,3
1029,"Jury Duty (1995)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0000,1
1041,"Forget Paris (1995)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1935,3
1042,"Just Cause (1995)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.1429,2
1044,"Paper, The (1994)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2250,3
1045,"Fearless (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2400,3
1046,"Malice (1993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.1739,3
1053,"Now and Then (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4583,1
1061,"Evening Star, The (1996)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9310,2
1063,"Little Princess, A (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6585,3
1067,"Bottle Rocket (1996)",0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4545,2
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1667,3
1069,"Amateur (1994)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3.1667,1
