itemID,X846,X311,X94,X276,X222,X450,X59,X7,X378,X712,X864,X293,X618,X303,X308,X682,X429,X95,X194,X796,user_405_rating
784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
792,4,0,4,0,0,4,4,0,4,0,0,0,0,5,3,0,0,0,4,0,5
649,0,0,0,4,0,0,4,5,0,0,0,4,0,0,4,0,0,4,0,3,1
702,4,3,0,0,0,4,5,0,4,0,0,0,0,0,0,0,5,0,0,0,1
88,4,4,3,3,4,5,0,0,4,4,4,3,4,4,4,4,3,4,3,5,3
61,3,0,5,0,0,4,4,0,0,3,0,0,0,0,3,0,0,0,0,0,1
570,4,4,0,0,0,4,4,3,0,0,0,0,0,0,0,2,4,0,3,2,1
1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,0,4,4,3,3,4,5,3,4,4,4,2,4,5,3,4,0,4,5,4
1091,0,0,3,3,0,4,0,0,2,3,0,0,0,0,0,3,0,3,3,0,1
626,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
588,4,4,4,4,4,4,2,4,5,4,3,3,4,5,5,0,0,3,4,5,2
558,4,0,0,4,0,3,0,4,0,0,0,3,0,4,4,1,0,0,0,0,1
1184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
643,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
700,2,3,2,0,3,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1
1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,1
1113,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1
227,4,4,3,4,3,3,3,3,3,0,4,2,0,3,0,0,2,2,1,4,1
1073,0,0,5,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1
942,4,5,4,4,0,5,0,0,3,0,0,4,2,0,3,2,0,0,0,0,1
529,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,4,0,4,0,1
430,3,0,0,0,0,4,5,3,0,0,0,3,0,4,4,0,4,0,0,0,1
509,4,3,5,0,0,4,0,5,4,0,5,3,0,0,4,2,0,4,3,0,1
653,0,0,0,5,0,0,0,4,0,0,0,5,0,4,5,0,0,0,0,0,1
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
545,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1
1425,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,3,0,0,0,1
1232,0,4,0,3,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,1
1108,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1503,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219,4,0,4,4,4,0,5,1,0,0,4,0,0,5,3,2,4,4,2,4,5
181,5,4,4,5,4,4,5,3,4,5,5,3,5,5,4,5,5,4,3,5,5
422,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1
855,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,1
1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,4,0,0,0,0,4,5,0,4,2,0,0,0,0,4,0,0,0,0,0,1
648,5,4,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,3,4,0,1
1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,5,5,2,4,4,4,4,5,4,5,0,0,4,4,4,3,3,4,2,5,1
953,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3
552,4,0,0,3,2,0,0,4,0,0,0,0,0,2,0,3,0,1,0,0,1
110,3,0,0,0,0,4,0,0,3,5,0,0,0,0,0,0,0,2,0,0,1
996,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
172,4,5,4,5,5,4,5,4,4,5,5,5,5,5,4,5,5,4,3,4,5
1220,2,0,3,4,4,5,0,0,3,5,0,2,0,2,0,4,3,0,3,0,3
177,3,5,5,0,0,4,4,4,0,2,0,4,0,0,5,0,4,3,3,0,1
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,4,0,3,3,4,3,0,0,2,3,4,3,0,5,0,4,0,2,1,0,5
420,0,1,4,4,0,0,0,5,4,3,0,4,3,4,4,3,0,4,0,0,5
662,3,4,0,0,3,4,3,3,0,5,0,0,0,0,0,0,3,0,0,5,1
710,0,0,3,4,4,3,3,0,0,0,2,3,0,0,0,3,4,0,3,0,4
719,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
180,5,4,5,5,3,4,4,5,3,0,0,5,0,0,5,3,5,3,3,2,3
371,0,5,0,0,0,3,4,0,0,0,0,2,3,0,3,0,2,2,3,5,1
190,5,0,5,0,0,4,5,5,0,0,4,0,4,0,0,4,5,4,0,0,2
425,5,2,5,4,0,0,4,0,0,0,0,4,0,4,4,0,3,0,2,0,2
1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
556,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1
468,4,4,0,0,2,4,3,0,5,0,0,2,3,0,0,5,3,0,0,0,3
786,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
205,5,5,0,0,0,4,3,5,0,0,0,0,0,0,3,3,0,3,3,0,3
1478,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1
1218,4,0,4,4,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5
186,5,3,4,5,5,3,5,4,3,0,4,2,4,4,4,4,4,5,5,3,5
469,2,5,4,4,0,4,0,0,5,0,0,4,0,0,5,0,4,0,0,0,1
1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
661,4,3,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,5,0,3
943,0,0,3,4,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,1
102,2,0,3,0,2,4,2,0,0,4,4,0,0,0,0,0,0,4,0,0,1
201,0,0,4,5,0,0,4,2,0,0,5,0,0,5,5,4,3,0,0,0,1
356,0,4,4,3,4,4,0,4,4,0,4,3,2,0,3,3,3,4,2,4,5
543,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1
1271,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
671,0,3,0,0,0,3,0,5,0,0,0,0,0,0,4,0,3,3,0,0,2
26,4,0,0,0,3,5,0,0,0,2,0,3,0,4,0,3,3,3,3,2,3
785,4,3,0,0,0,3,0,0,0,5,0,0,3,3,0,0,0,0,0,5,1
73,4,4,0,3,4,3,4,3,3,5,5,2,3,3,3,5,3,4,3,0,5
466,0,0,0,0,0,0,4,0,0,0,4,3,0,0,5,0,2,0,4,0,1
1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
196,4,5,4,4,5,5,5,5,4,4,4,4,4,0,3,5,4,4,3,5,1
1178,2,0,0,0,2,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,1
1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
776,0,0,0,0,0,4,0,0,0,4,0,0,2,0,0,0,0,0,0,4,1
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
64,4,5,5,5,5,4,5,5,4,0,5,5,4,5,4,5,4,5,5,4,5
1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
553,0,3,3,0,0,2,0,3,0,5,0,3,0,0,0,3,0,0,0,4,1
941,2,4,0,3,3,0,0,0,0,5,0,2,0,0,0,4,3,0,2,0,1
208,5,4,4,0,3,5,5,5,0,0,4,3,0,5,4,0,4,4,3,0,5
364,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
41,3,3,3,3,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,1
789,4,0,4,3,0,0,4,0,0,0,4,2,0,0,0,0,4,0,0,0,1
83,4,5,4,0,0,4,4,0,4,4,0,0,0,5,0,3,4,5,3,0,1
239,4,3,0,4,5,5,0,0,3,0,4,3,3,3,3,3,0,3,3,0,3
194,4,4,4,0,0,5,3,5,4,0,4,4,0,5,5,0,4,5,4,4,1
416,0,4,0,0,0,5,3,5,0,3,0,4,4,3,0,0,0,4,0,0,2
384,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,2,0,0,0,0,3
1147,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,2
1230,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1
452,3,0,0,3,1,0,0,5,0,0,0,0,0,2,2,0,0,0,0,0,5
960,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,1
842,0,0,0,0,0,4,0,0,0,3,0,0,0,2,3,0,0,0,0,0,5
393,3,4,3,4,4,4,2,4,3,3,3,3,0,4,4,4,3,5,2,4,4
666,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1119,0,4,4,0,0,4,4,0,0,4,3,1,0,0,0,0,3,0,0,4,3
79,4,4,4,4,5,4,5,4,4,4,5,3,5,5,4,4,4,4,3,5,5
1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
949,2,0,5,3,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,5
519,4,3,0,0,0,4,4,4,0,0,0,0,0,0,4,0,0,0,4,0,2
51,4,4,3,3,3,4,5,2,3,3,0,3,0,0,0,5,0,4,4,0,1
557,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
641,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,1
565,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2
739,4,4,2,2,4,4,4,0,4,4,0,2,0,5,4,0,3,3,3,5,2
1239,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
656,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1
33,5,0,3,4,0,5,3,0,0,0,0,2,2,4,0,4,0,3,0,3,1
1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
670,0,0,3,0,3,0,4,5,0,0,0,0,0,2,0,0,0,0,0,0,1
646,0,0,5,0,0,0,0,5,0,0,0,3,0,0,5,0,0,0,0,0,2
1046,0,3,2,3,0,0,0,0,3,0,0,1,0,3,4,3,0,0,0,3,2
193,5,5,5,4,4,5,4,5,4,0,0,3,4,0,3,0,4,3,4,3,4
997,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,2,5,3,3,4,4,2,0,3,5,0,0,3,0,4,0,3,3,0,0,5
453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
795,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
215,5,4,4,4,4,5,5,4,4,3,4,4,4,5,3,4,0,4,3,5,5
566,5,4,2,4,4,4,4,4,3,0,4,3,3,0,4,3,3,2,4,4,1
367,4,3,4,3,2,3,4,5,3,4,5,2,3,4,4,3,3,0,3,5,1
551,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1
515,5,4,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,5,4,0,1
77,0,5,3,3,4,4,4,5,4,0,4,2,3,4,3,3,3,4,3,5,1
463,5,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,5,0,0,1
537,0,0,4,0,4,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,1
1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1210,2,0,3,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1
183,4,5,5,5,4,4,5,4,4,0,4,4,4,5,4,3,4,5,3,5,1
667,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
548,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
513,5,0,0,0,0,0,4,4,0,0,0,5,0,0,3,0,0,0,0,0,1
782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
444,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3
733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
583,0,0,3,3,0,4,5,2,0,0,0,3,0,1,4,2,3,0,0,0,1
1030,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,0,3,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,2
96,4,5,3,5,5,4,5,5,4,5,5,3,3,5,4,4,4,4,0,4,3
1225,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1
1480,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2
435,5,0,4,0,0,4,5,5,4,0,0,4,0,5,4,0,4,0,4,0,1
1240,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
379,0,0,0,3,1,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,1
1066,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1
647,0,0,5,4,0,4,5,5,0,0,0,5,0,0,0,0,0,0,4,0,1
174,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,4,4,5,4,5,5
755,3,4,0,3,4,0,4,0,3,4,4,0,2,2,3,0,3,0,0,4,2
1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1065,0,0,4,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,1
853,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
1444,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1468,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
627,4,4,3,3,3,3,0,3,0,4,0,2,0,3,0,4,2,4,0,0,1
1110,3,0,4,3,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,1
197,4,4,0,5,0,5,5,4,3,0,4,0,3,0,3,0,4,4,4,3,4
1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
574,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1
736,4,0,5,0,0,5,5,0,4,0,5,0,0,0,3,0,0,4,2,3,5
198,5,3,0,5,4,0,5,3,0,0,0,4,0,4,3,0,0,5,3,4,2
524,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1112,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,3,0,3,0,2
1248,4,0,0,0,0,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1
854,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
746,3,0,4,4,5,0,5,0,0,4,0,3,2,4,4,3,3,0,0,3,1
644,0,0,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3
426,1,0,0,3,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
69,5,5,3,4,5,4,5,5,3,3,5,3,4,5,2,4,5,5,4,5,4
386,3,3,4,3,2,4,0,4,3,3,3,2,0,4,0,2,0,2,0,0,3
78,0,0,0,4,1,2,0,3,3,4,0,0,0,2,0,0,0,3,1,3,2
1518,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
802,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1
1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
440,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
132,5,4,4,0,2,5,5,5,4,0,5,4,4,5,3,0,3,3,3,4,5
514,3,0,0,0,0,5,5,2,0,0,0,4,0,5,4,0,3,2,3,3,1
1168,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
816,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
399,0,4,4,2,4,4,0,4,3,5,4,0,0,0,0,4,0,4,2,4,1
652,0,0,4,4,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,1
377,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
939,0,2,4,3,3,4,0,0,4,0,4,2,2,3,0,0,4,0,3,3,5
382,3,0,0,4,0,3,4,4,4,0,3,0,2,3,4,0,3,0,0,0,1
161,4,4,3,3,4,5,3,3,4,0,4,2,4,5,3,3,3,3,4,5,1
1530,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
569,3,0,1,4,2,0,4,4,3,0,3,0,0,3,3,0,2,0,0,0,1
725,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
372,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,4,3,2,2,3,4,0,0,3,4,4,2,0,3,0,3,0,5,3,3,5
1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
735,2,4,5,4,5,4,5,0,4,0,5,0,3,4,0,4,4,0,4,2,5
650,5,3,5,0,0,4,5,3,0,0,0,0,0,5,0,0,0,4,0,0,1
536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
568,4,5,3,4,5,4,5,5,4,5,4,4,4,4,5,3,3,4,2,4,4
396,5,0,0,4,1,2,0,4,4,0,0,0,0,4,4,0,0,0,0,2,1
573,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,1,0,4,3
759,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1222,0,3,3,0,0,3,0,0,0,0,0,0,0,3,0,3,3,2,0,0,1
1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1053,0,0,0,0,3,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5
101,4,4,2,4,4,5,5,5,0,0,0,0,0,0,0,0,4,1,0,0,1
191,5,4,5,0,2,5,4,5,5,3,4,0,4,5,4,3,5,5,4,4,4
1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
528,5,4,5,0,0,5,4,5,5,0,0,4,0,0,3,0,4,0,0,0,1
1407,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,1
714,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,5,0,4,4,0,0,5,0,4,0,4,4,2,4,3,4,4,0,0,0,1
28,5,5,4,4,5,4,5,5,4,0,5,3,4,3,3,3,3,4,5,3,4
1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,4,4,4,3,4,4,5,5,5,5,4,4,5,5,1,4,4,4,3,3,2
378,4,5,0,0,1,5,0,5,0,4,0,0,4,0,3,3,3,4,0,4,4
561,3,0,3,2,0,4,0,4,3,0,4,0,0,0,0,0,0,0,0,0,1
747,3,3,0,4,2,4,4,0,3,3,3,2,0,0,3,0,3,5,0,4,1
60,4,0,0,0,0,3,5,0,0,1,0,0,0,0,3,0,0,0,0,0,1
65,3,0,0,4,0,3,4,0,3,0,3,3,3,4,3,3,3,4,0,0,1
232,3,3,3,3,4,4,3,3,0,3,4,2,0,4,0,3,4,4,2,3,4
184,5,0,2,4,0,0,4,0,0,0,4,0,0,5,4,4,4,0,0,1,1
527,5,4,5,0,4,5,5,5,4,0,0,4,0,0,0,3,5,4,4,3,5
71,4,4,4,4,4,3,3,5,4,5,3,4,4,3,4,5,3,5,4,4,1
72,4,4,3,4,4,0,0,5,0,4,4,0,0,3,4,3,2,2,3,0,3
398,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,1
56,5,5,5,5,5,4,5,5,4,0,5,4,4,5,5,4,4,0,5,5,4
1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
665,4,0,3,3,1,0,0,4,2,0,3,2,0,4,4,0,2,2,0,2,1
81,0,3,4,4,1,4,4,5,0,0,3,4,0,4,5,3,3,0,2,0,3
1194,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,4,4,4,5,0,5,5,4,0,0,0,3,5,5,5,5,0,0,4,5,5
213,3,4,0,0,0,4,0,3,5,3,0,3,0,0,4,0,0,0,2,4,2
1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
778,4,4,0,0,0,3,0,0,3,0,0,0,3,4,3,0,3,0,0,4,1
753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,5,4,4,5,5,4,5,5,5,0,5,4,4,4,5,5,5,0,5,5,5
771,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
421,4,0,4,4,0,4,5,3,0,4,0,3,3,4,0,0,0,0,0,0,1
1029,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,4,4,3,4,5,4,5,0,3,0,4,2,3,4,5,3,3,0,4,3,5
586,2,0,1,3,0,0,0,3,0,0,0,0,0,2,0,1,0,2,0,3,4
1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
807,0,0,0,2,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
843,0,0,0,4,0,0,0,0,0,3,0,3,0,0,3,0,1,4,0,0,2
1419,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
921,0,4,5,0,0,4,0,0,4,0,0,0,0,0,4,0,2,0,0,0,1
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
564,0,0,0,3,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,1,1
560,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,1
694,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
182,5,0,5,5,4,5,5,4,4,0,3,5,4,5,5,4,4,2,3,4,1
692,3,4,4,4,4,4,3,0,4,5,2,0,4,4,3,3,3,4,2,5,5
773,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
403,3,4,3,4,3,4,5,4,4,0,5,3,4,5,4,3,4,1,2,4,5
563,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1
1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,5,0,0,0,5,0,5,0,5,0,5,5,0,0,4,4,3,4,0,3,1
265,5,5,4,4,3,5,4,5,4,0,5,3,4,0,3,3,4,3,4,5,2
657,5,0,5,0,0,4,4,4,0,0,0,4,0,0,4,4,0,5,4,0,1
1180,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
1148,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1261,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,4,3,5,5,2,4,4,3,3,0,5,2,4,5,4,0,3,5,3,2,2
525,4,0,5,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,4,1
32,0,0,5,0,0,0,4,4,0,0,0,0,0,0,5,0,4,1,0,0,1
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
923,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
76,4,4,4,4,0,3,0,0,0,0,0,3,0,0,0,3,0,0,2,0,3
624,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4
549,4,2,5,3,4,3,4,4,3,0,3,3,2,3,0,3,4,0,3,3,1
1043,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
173,4,5,4,5,5,5,5,5,5,5,5,5,3,5,0,4,4,5,5,5,5
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
659,5,0,0,0,0,5,3,5,0,0,0,0,0,0,3,1,0,0,4,3,4
1441,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
449,3,3,0,2,4,0,0,3,3,0,0,0,0,4,3,0,0,3,1,4,1
31,4,4,4,4,5,0,0,4,4,0,4,2,4,3,3,3,3,4,3,4,1
716,3,4,3,0,2,4,0,0,3,5,2,0,0,2,0,2,0,3,0,3,1
318,5,5,5,5,5,5,5,5,5,0,5,0,5,5,4,4,5,0,5,4,5
127,5,4,5,5,5,5,5,5,0,0,4,5,5,5,4,5,4,4,5,5,5
92,4,0,4,4,3,4,5,5,0,0,0,4,0,4,4,5,4,0,0,0,1
175,5,0,4,5,3,0,4,5,4,0,0,2,0,0,5,3,0,5,3,0,1
